AMT Concat,Concat Code,Comp Code,Mod Code,AMT Model,AMT Serial Prefix,AMT Component Code,AMT Modifier Code,MacMahon Serial Prefix,Functional Location,Position Code,Maintenance Item Description,Functional Location Code,Customer data Concat
AMA508400,AMA508400,5084,00,D11T,AMA,5084 - IMPLEMENT PUMP,00 - (NONE),AMA,,,10000H IMPLEMENT PUMP CHANGE,,
AMA5104LT,AMA5104LT,5104,LT,D11T,AMA,5104 - TILT CYLINDER,LT - LEFT,AMA,,,10000H BLADE TILT CYLINDER CHANGE LH,,
AMA5104RI,AMA5104RI,5104,RI,D11T,AMA,5104 - TILT CYLINDER,RI - RIGHT,AMA,,,10000H BLADE TILT CYLINDER CHANGE RH,,
AMA5113LT,AMA5113LT,5113,LT,D11T,AMA,5113 - BLADE LIFT CYLINDER,LT - LEFT,AMA,,,10000H BLADE LIFT CYLINDER CHANGE LH,,
AMA5113RI,AMA5113RI,5113,RI,D11T,AMA,5113 - BLADE LIFT CYLINDER,RI - RIGHT,AMA,,,10000H BLADE LIFT CYLINDER CHANGE RH,,
AMA5352LT,AMA5352LT,5352,LT,D11T,AMA,5352 - RIPPER LIFT CYLINDER,LT - LEFT,AMA,,,10000H RIPPER LIFT CYLINDER CHANGE LH,,
AMA5352RI,AMA5352RI,5352,RI,D11T,AMA,5352 - RIPPER LIFT CYLINDER,RI - RIGHT,AMA,,,10000H RIPPER LIFT CYLINDER CHANGE RH,,
AMA5356LT,AMA5356LT,5356,LT,D11T,AMA,5356 - RIPPER TILT CYLINDER,LT - LEFT,AMA,,,10000H RIPPER TILT CYLINDER CHANGE LH,,
AMA5356RI,AMA5356RI,5356,RI,D11T,AMA,5356 - RIPPER TILT CYLINDER,RI - RIGHT,AMA,,,10000H RIPPER TILT CYLINDER CHANGE RH,,
AMA606000,AMA606000,6060,00,D11T,AMA,6060 - Blade,00 - (NONE),AMA,DZWH002-BLAD,,15000H BLADE CHANGE,BLAD,AMABLAD
AMA720600,AMA720600,7206,00,D11T,AMA,7206 - EQUALIZER BAR,00 - (NONE),AMA,,,12000H EQUALISER BAR CHANGE,,
APX100000,APX100000,1000,00,785C,APX,1000 - ENGINE,00 - (NONE),APX,TKHL005-ENGI,,20000H ENGINE CHANGE,ENGI,APXENGI
APX135300,APX135300,1353,00,785C,APX,1353 - RADIATOR,00 - (NONE),APX,TKHL005-ENGI-COSY,,20000H RADIATOR CHANGE,ENGI-COSY,APXENGI-COSY
APX303000,APX303000,3030,00,785C,APX,3030 - TRANSMISSION,00 - (NONE),APX,TKHL005-DRIV-TMSN,,18000H TRANSMISSION CHANGE,DRIV-TMSN,APXDRIV-TMSN
APX310100,APX310100,3101,00,785C,APX,3101 - TORQUE CONVERTER,00 - (NONE),APX,TKHL005-DRIV-TQCV,,20000H TORQUE CONVERTER CHANGE,DRIV-TQCV,APXDRIV-TQCV
APX325800,APX325800,3258,00,785C,APX,3258 - DIFFERENTIAL,00 - (NONE),APX,TKHL005-DRIV-DIFF,,18000H DIFFERENTIAL CHANGE,DRIV-DIFF,APXDRIV-DIFF
APX4006LF,APX4006LF,4006,LF,785C,APX,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,APX,TKHL185-DRIV-WHGP,LHF,20000H BRAKE & WHEEL SPINDLE CHANGE LHF,DRIV-WHGP,APXDRIV-WHGPLHF
APX4008LF,APX4008LF,4008,LF,785C,APX,"4008 - FINAL DRIVE, BRAKE & WHEEL",LF - LEFT FRONT,APX,TKHL005-DRIV-WHGP,LHF,22000H WHEEL GROUP CHANGE LHF,DRIV-WHGP,APXDRIV-WHGPLHF
APX4008RF,APX4008RF,4008,RF,785C,APX,"4008 - FINAL DRIVE, BRAKE & WHEEL",RF - RIGHT FRONT,APX,TKHL005-DRIV-WHGP,RHF,22000H WHEEL GROUP CHANGE RHF,DRIV-WHGP,APXDRIV-WHGPRHF
APX4008RI,APX4008RI,4008,RI,785C,APX,"4008 - FINAL DRIVE, BRAKE & WHEEL",RI - RIGHT,APX,TKHL008-DRIV-FIDV,RHR,22000H WHEEL END CHANGE RHR,DRIV-FIDV,APXDRIV-FIDVRHR
APX4008LR,APX4008LR,4008,LR,785C,APX,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,APX,TKHL011-DRIV-FIDV,LHR,22000H WHEEL END CHANGE LHR,DRIV-FIDV,APXDRIV-FIDVLHR
APX4008LT,APX4008LT,4008,LT,785C,APX,"4008 - FINAL DRIVE, BRAKE & WHEEL",LT - LEFT,APX,TKHL011-DRIV-FIDV,LHR,22000H WHEEL END CHANGE LHR,DRIV-FIDV,APXDRIV-FIDVLHR
APX4050LR,APX4050LR,4050,LR,785C,APX,4050 - FINAL DRIVE,LR - LEFT REAR,APX,TKHL005-DRIV-FIDV,LHR,22000H WHEEL END CHANGE LHR,DRIV-FIDV,APXDRIV-FIDVLHR
APX4050RR,APX4050RR,4050,RR,785C,APX,4050 - FINAL DRIVE,RR - RIGHT REAR,APX,TKHL005-DRIV-FIDV,RHR,22000H WHEEL END CHANGE RHR,DRIV-FIDV,APXDRIV-FIDVRHR
APX7201LF,APX7201LF,7201,LF,785C,APX,7201 - SUSPENSION CYLINDER,LF - LEFT FRONT,APX,TKHL006-SURE-SPSN,LHF,22000H SUSPENSION CYLINDER CHANGE LHF,SURE-SPSN,APXSURE-SPSNLHF
APX7201RF,APX7201RF,7201,RF,785C,APX,7201 - SUSPENSION CYLINDER,RF - RIGHT FRONT,APX,TKHL007-SURE-SPSN,RHF,22000H SUSPENSION CYLINDER CHANGE RHF,SURE-SPSN,APXSURE-SPSNRHF
APX7213LR,APX7213LR,7213,LR,785C,APX,7213 - REAR SUSPENSION CYLINDER,LR - LEFT REAR,APX,TKHL005-SURE-SPSN,LHR,24000H SUSPENSION CYLINDER CHANGE LHR,SURE-SPSN,APXSURE-SPSNLHR
APX7213RR,APX7213RR,7213,RR,785C,APX,7213 - REAR SUSPENSION CYLINDER,RR - RIGHT REAR,APX,TKHL005-SURE-SPSN,RHR,24000H SUSPENSION CYLINDER CHANGE RHR,SURE-SPSN,APXSURE-SPSNRHR
APX7213RI,APX7213RI,7213,RI,785C,APX,7213 - REAR SUSPENSION CYLINDER,RI - RIGHT,APX,TKHL012-SURE-SPSN,RHR,24000H SUSPENSION CYLINDER CHANGE RHR,SURE-SPSN,APXSURE-SPSNRHR
APX79N100,APX79N100,79N1,00,785C,APX,79N1 - AIR END COMPRESSOR,00 - (NONE),APX,,,10000H AIR COMPRESSOR CHANGE,,
APX135900,APX135900,1359,00,785C,APX,1359 - FAN DRIVE,00 - (NONE),APX,,,20000H ENGINE FAN CHANGE,,
APX136500,APX136500,1365,00,785C,APX,1365 - BRAKE/AXLE OIL COOLER,00 - (NONE),APX,,,20000H BRAKE OIL COOLER CHANGE RL,,
APX4006RF,APX4006RF,4006,RF,785C,APX,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,APX,TKHL014-DRIV-WHGP,,22000H WHEEL GROUP CHANGE RHF,DRIV-WHGP,APXDRIV-WHGP
APX4008RR,APX4008RR,4008,RR,785C,APX,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,APX,TKHL014-DRIV-FIDV,,22000H WHEEL END CHANGE RHR,DRIV-FIDV,APXDRIV-FIDV
APX4303LT,APX4303LT,4303,LT,785C,APX,4303 - STEERING CYLINDER,LT - LEFT,APX,,,15000H STEERING CYLINDER CHANGE LH,,
APX4303RI,APX4303RI,4303,RI,785C,APX,4303 - STEERING CYLINDER,RI - RIGHT,APX,,,15000H STEERING CYLINDER CHANGE RH,,
APX5102LT,APX5102LT,5102,LT,785C,APX,5102 - LIFT/HOIST CYLINDER,LT - LEFT,APX,,,22000H HOIST CYLINDER CHANGE LH,,
APX5102RI,APX5102RI,5102,RI,785C,APX,5102 - LIFT/HOIST CYLINDER,RI - RIGHT,APX,,,22000H HOIST CYLINDER CHANGE RH,,
APX1365FR,APX1365FR,1365,FR,785C,APX,1365 - BRAKE/AXLE OIL COOLER,FR - FRONT,APX,,,20000H FRONT BRAKE/HYD OIL COOLER CHANGE,,
APX137500,APX137500,1375,00,785C,APX,1375 - TORQUE CONVERTER/TRANSMISSION OIL COOLER,00 - (NONE),APX,,,18000H TRANSMISSION OIL COOLER CHANGE,,
APX306600,APX306600,3066,00,785C,APX,3066 - TRANSMISSION OIL PUMP,00 - (NONE),APX,,,18000H TRANSMISSION PUMP CHANGE,,
APX310800,APX310800,3108,00,785C,APX,3108 - PUMP DRIVE GRP,00 - (NONE),APX,EXBH087-PUDR,,20000H PUMP DRIVE CHANGE,PUDR,APXPUDR
APX4261FR,APX4261FR,4261,FR,785C,APX,4261 - BRAKE/SLACK ADJUSTER,FR - FRONT,APX,,,12000H BRAKE SLACK ADJUSTER CHANGE FR,,
APX4261RR,APX4261RR,4261,RR,785C,APX,4261 - BRAKE/SLACK ADJUSTER,RR - RIGHT REAR,APX,,,12000H BRAKE SLACK ADJUSTER CHANGE RR,,
APX4305LT,APX4305LT,4305,LT,785C,APX,4305 - STEERING LINKAGE,LT - LEFT,APX,,,15000H STEERING LINK CHANGE LH,,
APX4305RI,APX4305RI,4305,RI,785C,APX,4305 - STEERING LINKAGE,RI - RIGHT,APX,,,15000H STEERING LINK CHANGE RH,,
APX430600,APX430600,4306,00,785C,APX,4306 - STEERING PUMP,00 - (NONE),APX,,,20000H STEERING PUMP CHANGE,,
ATS100000,ATS100000,1000,00,16H,ATS,1000 - ENGINE,00 - (NONE),ATS,GDGN001-ENGI,,12000H ENGINE CHANGE,ENGI,ATSENGI
ATS135300,ATS135300,1353,00,16H,ATS,1353 - RADIATOR,00 - (NONE),ATS,GDGN001-ENGI-COSY,,12000H RADIATOR CHANGE,ENGI-COSY,ATSENGI-COSY
ATS303000,ATS303000,3030,00,16H,ATS,3030 - TRANSMISSION,00 - (NONE),ATS,GDGN001-DRIV-TMSN,,12000H TRANSMISSION CHANGE,DRIV-TMSN,ATSDRIV-TMSN
ATS325800,ATS325800,3258,00,16H,ATS,3258 - DIFFERENTIAL,00 - (NONE),ATS,GDGN001-DRIV-DIFF,,12000H DIFFERENTIAL CHANGE,DRIV-DIFF,ATSDRIV-DIFF
ATS4006LF,ATS4006LF,4006,LF,16H,ATS,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,ATS,GDGN001-BKSY-SVBK,LHF,12000H BRAKE GROUP CHANGE LHF,BKSY-SVBK,ATSBKSY-SVBKLHF
ATS4006LR,ATS4006LR,4006,LR,16H,ATS,4006 - WHEEL & BRAKE ASSEMBLY,LR - LEFT REAR,ATS,GDGN001-BKSY-SVBK,LHR,12000H BRAKE GROUP CHANGE LHR,BKSY-SVBK,ATSBKSY-SVBKLHR
ATS4006RF,ATS4006RF,4006,RF,16H,ATS,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,ATS,GDGN001-BKSY-SVBK,RHF,12000H BRAKE GROUP CHANGE RHF,BKSY-SVBK,ATSBKSY-SVBKRHF
ATS4006RR,ATS4006RR,4006,RR,16H,ATS,4006 - WHEEL & BRAKE ASSEMBLY,RR - RIGHT REAR,ATS,GDGN001-BKSY-SVBK,RHR,12000H BRAKE GROUP CHANGE RHR,BKSY-SVBK,ATSBKSY-SVBKRHR
ATS4050LT,ATS4050LT,4050,LT,16H,ATS,4050 - FINAL DRIVE,LT - LEFT,ATS,GDGN001-DRIV-FIDV,LH,16000H FINAL DRIVE CHANGE LH,DRIV-FIDV,ATSDRIV-FIDVLH
ATS4050RI,ATS4050RI,4050,RI,16H,ATS,4050 - FINAL DRIVE,RI - RIGHT,ATS,GDGN001-DRIV-FIDV,RH,16000H FINAL DRIVE CHANGE RH,DRIV-FIDV,ATSDRIV-FIDVRH
ATS4062LT,ATS4062LT,4062,LT,16H,ATS,4062 - TANDEM DRIVE,LT - LEFT,ATS,,,16000H TANDEM ASSEMBLY CHANGE LH,,
ATS4062RI,ATS4062RI,4062,RI,16H,ATS,4062 - TANDEM DRIVE,RI - RIGHT,ATS,,,16000H TANDEM ASSEMBLY CHANGE RH,,
ATS520600,ATS520600,5206,00,16H,ATS,5206 - CIRCLE DRIVE MOTOR,00 - (NONE),ATS,,,12000H CIRCLE DRIVE MOTOR CHANGE,,
ATS520700,ATS520700,5207,00,16H,ATS,5207 - CIRCLE DRIVE,00 - (NONE),ATS,,,12000H CIRCLE DRIVE CHANGE,,
ATY100000,ATY100000,1000,00,793C,ATY,1000 - ENGINE,00 - (NONE),ATY,TKHL101-ENGI,,17600H ENGINE CHANGE,ENGI,ATYENGI
ATY135300,ATY135300,1353,00,793C,ATY,1353 - RADIATOR,00 - (NONE),ATY,TKHL101-ENGI-COSY,,17600H RADIATOR CHANGE,ENGI-COSY,ATYENGI-COSY
ATY303000,ATY303000,3030,00,793C,ATY,3030 - TRANSMISSION,00 - (NONE),ATY,TKHL101-DRIV-TMSN,,16500H TRANSMISSION CHANGE,DRIV-TMSN,ATYDRIV-TMSN
ATY310100,ATY310100,3101,00,793C,ATY,3101 - TORQUE CONVERTER,00 - (NONE),ATY,TKHL101-DRIV-TQCV,,15400H TORQUE CONVERTER CHANGE,DRIV-TQCV,ATYDRIV-TQCV
ATY325800,ATY325800,3258,00,793C,ATY,3258 - DIFFERENTIAL,00 - (NONE),ATY,TKHL101-DRIV-DIFF,,16500H DIFFERENTIAL CHANGE,DRIV-DIFF,ATYDRIV-DIFF
ATY4008LR,ATY4008LR,4008,LR,793C,ATY,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,ATY,TKHL108-DRIV-FIDV,LHR,19800H WHEEL END CHANGE LHR,DRIV-FIDV,ATYDRIV-FIDVLHR
ATY4008RI,ATY4008RI,4008,RI,793C,ATY,"4008 - FINAL DRIVE, BRAKE & WHEEL",RI - RIGHT,ATY,TKHL104-DRIV-FIDV,RHR,19800H WHEEL END CHANGE RHR,DRIV-FIDV,ATYDRIV-FIDVRHR
ATY4050RR,ATY4050RR,4050,RR,793C,ATY,4050 - FINAL DRIVE,RR - RIGHT REAR,ATY,TKHL101-DRIV-FIDV,RHR,19800H WHEEL END CHANGE RHR,DRIV-FIDV,ATYDRIV-FIDVRHR
ATY4050LR,ATY4050LR,4050,LR,793C,ATY,4050 - FINAL DRIVE,LR - LEFT REAR,ATY,TKHL101-DRIV-FIDV,LHR,19800H WHEEL END CHANGE LHR,DRIV-FIDV,ATYDRIV-FIDVLHR
ATY5102RI,ATY5102RI,5102,RI,793C,ATY,5102 - LIFT/HOIST CYLINDER,RI - RIGHT,ATY,TKHL101-HYSY-CYHY,RH,20000H HOIST CYLINDER CHANGE RH,HYSY-CYHY,ATYHYSY-CYHYRH
ATY5102LT,ATY5102LT,5102,LT,793C,ATY,5102 - LIFT/HOIST CYLINDER,LT - LEFT,ATY,TKHL101-HYSY-CYHY,LH,20000H HOIST CYLINDER CHANGE LH,HYSY-CYHY,ATYHYSY-CYHYLH
ATY4303LT,ATY4303LT,4303,LT,793C,ATY,4303 - STEERING CYLINDER,LT - LEFT,ATY,,,15000H STEERING CYLINDER CHANGE LH,,
ATY4303RI,ATY4303RI,4303,RI,793C,ATY,4303 - STEERING CYLINDER,RI - RIGHT,ATY,,,15000H STEERING CYLINDER CHANGE RH,,
ATY4305LT,ATY4305LT,4305,LT,793C,ATY,4305 - STEERING LINKAGE,LT - LEFT,ATY,,,18000H 4305.LT.CC.0 STEERING LINKAGE LH,,
ATY4305RI,ATY4305RI,4305,RI,793C,ATY,4305 - STEERING LINKAGE,RI - RIGHT,ATY,,,18000H 4305.RI.CC.0 STEERING LINKAGE RH,,
ATY4305CE,ATY4305CE,4305,CE,793C,ATY,4305 - STEERING LINKAGE,CE - CENTER,ATY,,,30000H 4305.CE.CC.0 STEERING LINKAGE CTR,,
ATY430600,ATY430600,4306,00,793C,ATY,4306 - STEERING PUMP,00 - (NONE),ATY,,,15000H 4306.00.CC.0 STEERING PUMP,,
ATY4006LF,ATY4006LF,4006,LF,793C,ATY,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,ATY,TKHL156-DRIV-WHGP,,20000H WHEEL GROUP CHANGE LHF,DRIV-WHGP,ATYDRIV-WHGP
ATY4006RF,ATY4006RF,4006,RF,793C,ATY,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,ATY,TKHL154-DRIV-WHGP,,20000H WHEEL GROUP CHANGE RHF,DRIV-WHGP,ATYDRIV-WHGP
ATY4008RR,ATY4008RR,4008,RR,793C,ATY,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,ATY,TKHL104-DRIV-FIDV,,19800H WHEEL END CHANGE RHR,DRIV-FIDV,ATYDRIV-FIDV
ATY4261FR,ATY4261FR,4261,FR,793C,ATY,4261 - BRAKE/SLACK ADJUSTER,FR - FRONT,ATY,,,12000H BRAKE SLACK ADJUSTER CHANGE FR,,
ATY4261RR,ATY4261RR,4261,RR,793C,ATY,4261 - BRAKE/SLACK ADJUSTER,RR - RIGHT REAR,ATY,,,12000H BRAKE SLACK ADJUSTER CHANGE RR,,
ATY7201LF,ATY7201LF,7201,LF,793C,ATY,7201 - SUSPENSION CYLINDER,LF - LEFT FRONT,ATY,,,16000H SUSPENSION CYLINDER CHANGE LHF,,
ATY7201RF,ATY7201RF,7201,RF,793C,ATY,7201 - SUSPENSION CYLINDER,RF - RIGHT FRONT,ATY,,,16000H SUSPENSION CYLINDER CHANGE RHF,,
ATY7213LR,ATY7213LR,7213,LR,793C,ATY,7213 - REAR SUSPENSION CYLINDER,LR - LEFT REAR,ATY,,,16000H SUSPENSION CYLINDER CHANGE LHR,,
ATY7213RR,ATY7213RR,7213,RR,793C,ATY,7213 - REAR SUSPENSION CYLINDER,RR - RIGHT REAR,ATY,,,16000H SUSPENSION CYLINDER CHANGE RHR,,
AZX100000,AZX100000,1000,00,992G HIGH LIFT,AZX,1000 - ENGINE,00 - (NONE),AZX,LOFE022-ENGI,,15000H ENGINE CHANGE,ENGI,AZXENGI
AZX135300,AZX135300,1353,00,992G HIGH LIFT,AZX,1353 - RADIATOR,00 - (NONE),AZX,LOFE022-ENGI-COSY,,15000H RADIATOR CHANGE,ENGI-COSY,AZXENGI-COSY
AZX303000,AZX303000,3030,00,992G HIGH LIFT,AZX,3030 - TRANSMISSION,00 - (NONE),AZX,LOFE022-DRIV-TMSN,,15000H TRANSMISSION CHANGE,DRIV-TMSN,AZXDRIV-TMSN
AZX310100,AZX310100,3101,00,992G HIGH LIFT,AZX,3101 - TORQUE CONVERTER,00 - (NONE),AZX,LOFE022-DRIV-TQCV,,15000H TORQUE CONVERTER CHANGE,DRIV-TQCV,AZXDRIV-TQCV
AZX3258FR,AZX3258FR,3258,FR,992G HIGH LIFT,AZX,3258 - DIFFERENTIAL,FR - FRONT,AZX,LOFE022-DRIV-DIFF,FR,15000H DIFFERENTIAL CHANGE FR,DRIV-DIFF,AZXDRIV-DIFFFR
AZX3258RE,AZX3258RE,3258,RE,992G HIGH LIFT,AZX,3258 - DIFFERENTIAL,RE - REAR,AZX,LOFE022-DRIV-DIFF,RR,15000H DIFFERENTIAL CHANGE RR,DRIV-DIFF,AZXDRIV-DIFFRR
AZX4008LF,AZX4008LF,4008,LF,992G HIGH LIFT,AZX,"4008 - FINAL DRIVE, BRAKE & WHEEL",LF - LEFT FRONT,AZX,LOFE022-DRIV,LHF,15000H WHEEL END CHANGE LHF,DRIV,AZXDRIVLHF
AZX4008LR,AZX4008LR,4008,LR,992G HIGH LIFT,AZX,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,AZX,LOFE022-DRIV,LHR,15000H WHEEL END CHANGE LHR,DRIV,AZXDRIVLHR
AZX4008RF,AZX4008RF,4008,RF,992G HIGH LIFT,AZX,"4008 - FINAL DRIVE, BRAKE & WHEEL",RF - RIGHT FRONT,AZX,LOFE022-DRIV,RHF,15000H WHEEL END CHANGE RHF,DRIV,AZXDRIVRHF
AZX4008RR,AZX4008RR,4008,RR,992G HIGH LIFT,AZX,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,AZX,LOFE022-DRIV,RHR,15000H WHEEL END CHANGE RHR,DRIV,AZXDRIVRHR
AZX1353,AZX1353,1353,,992G HIGH LIFT,AZX,1353 - RADIATOR,,AZX,LOFE150-ENGI-COSY,,15000H RADIATOR CHANGE,ENGI-COSY,AZXENGI-COSY
B9H100000,B9H100000,1000,00,16M,B9H,1000 - ENGINE,00 - (NONE),B9H,GDGN028-ENGI,,16000H ENGINE CHANGE,ENGI,B9HENGI
B9H135300,B9H135300,1353,00,16M,B9H,1353 - RADIATOR,00 - (NONE),B9H,GDGN028-ENGI-COSY,,16000H RADIATOR CHANGE,ENGI-COSY,B9HENGI-COSY
B9H303000,B9H303000,3030,00,16M,B9H,3030 - TRANSMISSION,00 - (NONE),B9H,GDGN028-DRIV-TMSN,,12000H TRANSMISSION CHANGE,DRIV-TMSN,B9HDRIV-TMSN
B9H325800,B9H325800,3258,00,16M,B9H,3258 - DIFFERENTIAL,00 - (NONE),B9H,GDGN028-DRIV-DIFF,,12000H DIFFERENTIAL CHANGE,DRIV-DIFF,B9HDRIV-DIFF
B9H3258FR,B9H3258FR,3258,FR,16M,B9H,3258 - DIFFERENTIAL,FR - FRONT,B9H,GDGN028-SURE,FR,24000H FRONT AXLE ASSEMBLY CHANGE,SURE,B9HSUREFR
B9H4006LF,B9H4006LF,4006,LF,16M,B9H,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,B9H,GDGN028-BKSY,LHF,12000H BRAKE GROUP CHANGE LHF,BKSY,B9HBKSYLHF
B9H4006LR,B9H4006LR,4006,LR,16M,B9H,4006 - WHEEL & BRAKE ASSEMBLY,LR - LEFT REAR,B9H,GDGN028-BKSY,LHR,12000H BRAKE GROUP CHANGE LHR,BKSY,B9HBKSYLHR
B9H4006RF,B9H4006RF,4006,RF,16M,B9H,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,B9H,GDGN028-BKSY,RHF,12000H BRAKE GROUP CHANGE RHF,BKSY,B9HBKSYRHF
B9H4006RR,B9H4006RR,4006,RR,16M,B9H,4006 - WHEEL & BRAKE ASSEMBLY,RR - RIGHT REAR,B9H,GDGN028-BKSY,RHR,12000H BRAKE GROUP CHANGE RHR,BKSY,B9HBKSYRHR
B9H4006RI,B9H4006RI,4006,RI,16M,B9H,4006 - WHEEL & BRAKE ASSEMBLY,RI - RIGHT,B9H,GDGN031-BKSY,RHR,12000H BRAKE GROUP CHANGE RHR,BKSY,B9HBKSYRHR
B9H4050RI,B9H4050RI,4050,RI,16M,B9H,4050 - FINAL DRIVE,RI - RIGHT,B9H,GDGN028-DRIV-FIDV,RH,12000H FINAL DRIVE CHANGE RH,DRIV-FIDV,B9HDRIV-FIDVRH
B9H4050LT,B9H4050LT,4050,LT,16M,B9H,4050 - FINAL DRIVE,LT - LEFT,B9H,GDGN028-DRIV-FIDV,LH,12000H FINAL DRIVE CHANGE LH,DRIV-FIDV,B9HDRIV-FIDVLH
B9H4050FR,B9H4050FR,4050,FR,16M,B9H,4050 - FINAL DRIVE,FR - FRONT,B9H,GDGN030-SURE,FR,24000H FRONT AXLE ASSEMBLY CHANGE,SURE,B9HSUREFR
B9H406200,B9H406200,4062,00,16M,B9H,4062 - TANDEM DRIVE,00 - (NONE),B9H,,,16000H TANDEM ASSEMBLY CHANGE LH,,
B9H327800,B9H327800,3278,00,16M,B9H,3278 - DRIVE AXLE,00 - (NONE),B9H,GDGN006-DRIV-DIFF,,12000H DIFFERENTIAL CHANGE,DRIV-DIFF,B9HDRIV-DIFF
B9H4062LT,B9H4062LT,4062,LT,16M,B9H,4062 - TANDEM DRIVE,LT - LEFT,B9H,,,16000H TANDEM ASSEMBLY CHANGE LH,,
B9H4062RI,B9H4062RI,4062,RI,16M,B9H,4062 - TANDEM DRIVE,RI - RIGHT,B9H,,,16000H TANDEM ASSEMBLY CHANGE RH,,
B9H,B9H,,,16M,B9H,,,B9H,GDGN006-SURE,,24000H FRONT AXLE ASSEMBLY CHANGE,SURE,B9HSURE
BXY100000,BXY100000,1000,00,988H,BXY,1000 - ENGINE,00 - (NONE),BXY,LOFE008-ENGI,,14000H ENGINE CHANGE,ENGI,BXYENGI
BXY303000,BXY303000,3030,00,988H,BXY,3030 - TRANSMISSION,00 - (NONE),BXY,LOFE008-DRIV-TMSN,,14000H TRANSMISSION CHANGE,DRIV-TMSN,BXYDRIV-TMSN
BXY310100,BXY310100,3101,00,988H,BXY,3101 - TORQUE CONVERTER,00 - (NONE),BXY,LOFE008-DRIV-TQCV,,14000H TORQUE CONVERTER CHANGE,DRIV-TQCV,BXYDRIV-TQCV
BXY3258RE,BXY3258RE,3258,RE,988H,BXY,3258 - DIFFERENTIAL,RE - REAR,BXY,LOFE008-DRIV-DIFF,RR,14000HR DIFFERENTIAL CHANGE RR,DRIV-DIFF,BXYDRIV-DIFFRR
BXY3258FR,BXY3258FR,3258,FR,988H,BXY,3258 - DIFFERENTIAL,FR - FRONT,BXY,LOFE008-DRIV-DIFF,FR,14000H DIFFERENTIAL CHANGE FR,DRIV-DIFF,BXYDRIV-DIFFFR
BXY4050RR,BXY4050RR,4050,RR,988H,BXY,4050 - FINAL DRIVE,RR - RIGHT REAR,BXY,LOFE008-DRIV-FIDV,RHR,14000H WHEEL END CHANGE RHR,DRIV-FIDV,BXYDRIV-FIDVRHR
BXY4050LR,BXY4050LR,4050,LR,988H,BXY,4050 - FINAL DRIVE,LR - LEFT REAR,BXY,LOFE008-DRIV-FIDV,LHR,14000H WHEEL END CHANGE LHR,DRIV-FIDV,BXYDRIV-FIDVLHR
BXY4050RF,BXY4050RF,4050,RF,988H,BXY,4050 - FINAL DRIVE,RF - RIGHT FRONT,BXY,LOFE008-DRIV-FIDV,RHF,14000H WHEEL END CHANGE RHF,DRIV-FIDV,BXYDRIV-FIDVRHF
BXY4050LF,BXY4050LF,4050,LF,988H,BXY,4050 - FINAL DRIVE,LF - LEFT FRONT,BXY,LOFE008-DRIV-FIDV,LHF,14000H WHEEL END CHANGE LHF,DRIV-FIDV,BXYDRIV-FIDVLHF
BXY3258RR,BXY3258RR,3258,RR,988H,BXY,3258 - DIFFERENTIAL,RR - RIGHT REAR,BXY,,,DIFFERENTIAL CHANGE RR,,
BXY5102LT,BXY5102LT,5102,LT,988H,BXY,5102 - LIFT/HOIST CYLINDER,LT - LEFT,BXY,,,10000H LIFT CYL CHG LH,,
BXY5102RI,BXY5102RI,5102,RI,988H,BXY,5102 - LIFT/HOIST CYLINDER,RI - RIGHT,BXY,,,CHANGE RH LIFT CYLINDER 988H,,
CAT135300,CAT135300,1353,00,MD5125,CAT,1353 - RADIATOR,00 - (NONE),CAT,DRPD001-ENGI-COSY,,12000H RADIATOR CHANGE,ENGI-COSY,CATENGI-COSY
100000,100000,1000,00,MD5125,,1000 - ENGINE,00 - (NONE),CATMD5125VSEZ12155,DZTR089-ENGI,,12000H ENGINE CHANGE,ENGI,CATMD5125VSEZ12155ENGI
DH31353LT,DH31353LT,1353,LT,6060 FACE SHOVEL,DH3,1353 - RADIATOR,LT - LEFT,DH3,EXFS001-ENG1-COSY-RADT,LH,18000H RADIATOR CHANGE LH,ENG1-COSY-RADT,DH3ENG1-COSY-RADTLH
DH31353RI,DH31353RI,1353,RI,6060 FACE SHOVEL,DH3,1353 - RADIATOR,RI - RIGHT,DH3,EXFS001-ENG2-COSY-RADT,RH,18000H RADIATOR CHANGE RH,ENG2-COSY-RADT,DH3ENG2-COSY-RADTRH
