CONCAT(XREF),MODEL,AMT COMPONENT CODE,MACA/Downer,CONCAT AMT
993K-HL1375 - TORQUE CONVERTER/TRANSMISSION OIL COOLER-00 - (NONE),993K-HL,1375 - TORQUE CONVERTER/TRANSMISSION OIL COOLER-00 - (NONE),13409.0.CNCNP.0 Transmission Oil Cooler,993K-HL13409.0.CNCNP.0 Transmission Oil Cooler
993K-HL4263 - BRAKE ACCUMULATOR-FR - FRONT,993K-HL,4263 - BRAKE ACCUMULATOR-FR - FRONT,14002.FT.CNCNP.0 Brake Accumulator,993K-HL14002.FT.CNCNP.0 Brake Accumulator
993K-HL4263 - BRAKE ACCUMULATOR-RE - REAR,993K-HL,4263 - BRAKE ACCUMULATOR-RE - REAR,14002.RE.CNCNP.0 Brake Accumulator,993K-HL14002.RE.CNCNP.0 Brake Accumulator
993K-HL4346 - STEERING OIL COOLER-00 - (NONE),993K-HL,4346 - STEERING OIL COOLER-00 - (NONE),14112.0.CNCNP.0 Steering Oil Cooler,993K-HL14112.0.CNCNP.0 Steering Oil Cooler
993K-HL4303 - STEERING CYLINDER-LT - LEFT,993K-HL,4303 - STEERING CYLINDER-LT - LEFT,15026.LH.CC.0 Steering Cylinder,993K-HL15026.LH.CC.0 Steering Cylinder
993K-HL4303 - STEERING CYLINDER-RI - RIGHT,993K-HL,4303 - STEERING CYLINDER-RI - RIGHT,15026.RH.CC.0 Steering Cylinder,993K-HL15026.RH.CC.0 Steering Cylinder
993K-HL,993K-HL,,15133.LH.CNCNP.0 Ride Control Accumulator,993K-HL15133.LH.CNCNP.0 Ride Control Accumulator
993K-HL,993K-HL,,15133.RH.CNCNP.0 Ride Control Accumulator,993K-HL15133.RH.CNCNP.0 Ride Control Accumulator
993K-HL3066 - TRANSMISSION OIL PUMP-00 - (NONE),993K-HL,3066 - TRANSMISSION OIL PUMP-00 - (NONE),15339.0.CC.0 Transmission Pump,993K-HL15339.0.CC.0 Transmission Pump
993K-HL,993K-HL,,16108.0.CCNP.0 Bucket - Reserve Strategy (Change Out ONLY),993K-HL16108.0.CCNP.0 Bucket - Reserve Strategy (Change Out ONLY)
993K-HL,993K-HL,,16128.0.CNC.0 Bucket / Body / Blade (Refurb / Re-line ONLY),993K-HL16128.0.CNC.0 Bucket / Body / Blade (Refurb / Re-line ONLY)
993K-HL,993K-HL,,17502.0.CCNP.0 Articulation,993K-HL17502.0.CCNP.0 Articulation
993K-HL,993K-HL,,13008.0.CC.0 Differential Trunnion Bearing,993K-HL13008.0.CC.0 Differential Trunnion Bearing
993K-HL4267 - PARKING BRAKE-00 - (NONE),993K-HL,4267 - PARKING BRAKE-00 - (NONE),14019.0.CNC.0 Park Brake,993K-HL14019.0.CNC.0 Park Brake
993K-HL89GJ - HYDRAULIC COOLING FAN MOTOR-00 - (NONE),993K-HL,89GJ - HYDRAULIC COOLING FAN MOTOR-00 - (NONE),15205.0.CC.0 Hydraulic Cooling Fan Motor,993K-HL15205.0.CC.0 Hydraulic Cooling Fan Motor
993K-HL4268 - BRAKE PUMP-00 - (NONE),993K-HL,4268 - BRAKE PUMP-00 - (NONE),15304.0.CC.0 Brake Pump,993K-HL15304.0.CC.0 Brake Pump
993K-HL1387 - HYDRAULIC FAN PUMP-00 - (NONE),993K-HL,1387 - HYDRAULIC FAN PUMP-00 - (NONE),15313.0.CC.0 Hydraulic Cooling Fan Pump,993K-HL15313.0.CC.0 Hydraulic Cooling Fan Pump
993K-HL5070 - PISTON PUMP-00 - (NONE),993K-HL,5070 - PISTON PUMP-00 - (NONE),15316.0.CC.0 Main Pump,993K-HL15316.0.CC.0 Main Pump
993K-HL4341 - STEERING COOLER PUMP-00 - (NONE),993K-HL,4341 - STEERING COOLER PUMP-00 - (NONE),15331.0.CC.0 Steering Cooling Pump,993K-HL15331.0.CC.0 Steering Cooling Pump
993K-HL4306 - STEERING PUMP-00 - (NONE),993K-HL,4306 - STEERING PUMP-00 - (NONE),15332.0.CC.0 Steering Pump,993K-HL15332.0.CC.0 Steering Pump
993K-HL3297 - AXLE OIL COOLER PUMP-00 - (NONE),993K-HL,3297 - AXLE OIL COOLER PUMP-00 - (NONE),15355.0.CC.0 Axle Cooling Pump,993K-HL15355.0.CC.0 Axle Cooling Pump
993K-HL3297 - AXLE OIL COOLER PUMP-00 - (NONE),993K-HL,3297 - AXLE OIL COOLER PUMP-00 - (NONE),15355.FR.CC.0 Axle Cooling Pump,993K-HL15355.FR.CC.0 Axle Cooling Pump
993K-HL3297 - AXLE OIL COOLER PUMP-00 - (NONE),993K-HL,3297 - AXLE OIL COOLER PUMP-00 - (NONE),15355.RE.CC.0 Axle Cooling Pump,993K-HL15355.RE.CC.0 Axle Cooling Pump
993K-HL1000 - ENGINE-00 - (NONE),993K-HL,1000 - ENGINE-00 - (NONE),11204.0.CC.0 Engine,993K-HL11204.0.CC.0 Engine
993K-HL3258 - DIFFERENTIAL-FR - FRONT,993K-HL,3258 - DIFFERENTIAL-FR - FRONT,13004.FT.CC.0 Differential,993K-HL13004.FT.CC.0 Differential
993K-HL3258 - DIFFERENTIAL-RE - REAR,993K-HL,3258 - DIFFERENTIAL-RE - REAR,13004.RE.CC.0 Differential,993K-HL13004.RE.CC.0 Differential
993K-HL4051 - FINAL DRIVE & WHEEL-LF - LEFT FRONT,993K-HL,4051 - FINAL DRIVE & WHEEL-LF - LEFT FRONT,13014.FL.CC.0 Wheel Group,993K-HL13014.FL.CC.0 Wheel Group
993K-HL4051 - FINAL DRIVE & WHEEL-RF - RIGHT FRONT,993K-HL,4051 - FINAL DRIVE & WHEEL-RF - RIGHT FRONT,13014.FR.CC.0 Wheel Group,993K-HL13014.FR.CC.0 Wheel Group
993K-HL4051 - FINAL DRIVE & WHEEL-LR - LEFT REAR,993K-HL,4051 - FINAL DRIVE & WHEEL-LR - LEFT REAR,13014.RL.CC.0 Wheel Group,993K-HL13014.RL.CC.0 Wheel Group
993K-HL4051 - FINAL DRIVE & WHEEL-RR - RIGHT REAR,993K-HL,4051 - FINAL DRIVE & WHEEL-RR - RIGHT REAR,13014.RR.CC.0 Wheel Group,993K-HL13014.RR.CC.0 Wheel Group
993K-HL5102 - LIFT/HOIST CYLINDER-LT - LEFT,993K-HL,5102 - LIFT/HOIST CYLINDER-LT - LEFT,15022.LH.CCNP.0 Lift Cylinder,993K-HL15022.LH.CCNP.0 Lift Cylinder
993K-HL5102 - LIFT/HOIST CYLINDER-RI - RIGHT,993K-HL,5102 - LIFT/HOIST CYLINDER-RI - RIGHT,15022.RH.CCNP.0 Lift Cylinder,993K-HL15022.RH.CCNP.0 Lift Cylinder
993K-HL5104 - TILT CYLINDER-LT - LEFT,993K-HL,5104 - TILT CYLINDER-LT - LEFT,15031.LH.CCNP.0 Tilt Cylinder,993K-HL15031.LH.CCNP.0 Tilt Cylinder
993K-HL5104 - TILT CYLINDER-RI - RIGHT,993K-HL,5104 - TILT CYLINDER-RI - RIGHT,15031.RH.CCNP.0 Tilt Cylinder,993K-HL15031.RH.CCNP.0 Tilt Cylinder
993K-HL3101 - TORQUE CONVERTER-00 - (NONE),993K-HL,3101 - TORQUE CONVERTER-00 - (NONE),13400.0.CC.0 Torque Converter,993K-HL13400.0.CC.0 Torque Converter
993K-HL3030 - TRANSMISSION-00 - (NONE),993K-HL,3030 - TRANSMISSION-00 - (NONE),13403.0.CC.0 Transmission,993K-HL13403.0.CC.0 Transmission
993K-HL1374 - HYDRAULIC OIL COOLER-LT - LEFT,993K-HL,1374 - HYDRAULIC OIL COOLER-LT - LEFT,15103.LH.CNC.0 Hydraulic Oil Cooler,993K-HL15103.LH.CNC.0 Hydraulic Oil Cooler
993K-HL1374 - HYDRAULIC OIL COOLER-RI - RIGHT,993K-HL,1374 - HYDRAULIC OIL COOLER-RI - RIGHT,15103.RH.CNC.0 Hydraulic Oil Cooler,993K-HL15103.RH.CNC.0 Hydraulic Oil Cooler
D10T1000 - ENGINE-00 - (NONE),D10T,1000 - ENGINE-00 - (NONE),11204.0.CC.0 Engine,D10T11204.0.CC.0 Engine
D10T4100 - STEERING CLUTCH & BRAKE-LT - LEFT,D10T,4100 - STEERING CLUTCH & BRAKE-LT - LEFT,14009.LH.CC.0 Brake and Steering Clutch,D10T14009.LH.CC.0 Brake and Steering Clutch
D10T4100 - STEERING CLUTCH & BRAKE-RI - RIGHT,D10T,4100 - STEERING CLUTCH & BRAKE-RI - RIGHT,14009.RH.CC.0 Brake and Steering Clutch,D10T14009.RH.CC.0 Brake and Steering Clutch
D10T1063 - AFTERCOOLER-LT - LEFT,D10T,1063 - AFTERCOOLER-LT - LEFT,11000.LH.CNC.0 After cooler,D10T11000.LH.CNC.0 After cooler
D10T1063 - AFTERCOOLER-RI -RIGHT,D10T,1063 - AFTERCOOLER-RI -RIGHT,11000.RH.CNC.0 After cooler,D10T11000.RH.CNC.0 After cooler
D10T1353 - RADIATOR-00 - (NONE),D10T,1353 - RADIATOR-00 - (NONE),11105.0.CC.0 Radiator,D10T11105.0.CC.0 Radiator
D10T4050 - FINAL DRIVE-LT - LEFT,D10T,4050 - FINAL DRIVE-LT - LEFT,13010.LH.CC.0 Final Drive,D10T13010.LH.CC.0 Final Drive
D10T4050 - FINAL DRIVE-RI - RIGHT,D10T,4050 - FINAL DRIVE-RI - RIGHT,13010.RH.CC.0 Final Drive,D10T13010.RH.CC.0 Final Drive
D10T3101 - TORQUE CONVERTER-00 - (NONE),D10T,3101 - TORQUE CONVERTER-00 - (NONE),13400.0.CC.0 Torque Converter,D10T13400.0.CC.0 Torque Converter
D10T3006 - TRANSMISSION & DIFFERENTIAL UNIT-00 - (NONE),D10T,3006 - TRANSMISSION & DIFFERENTIAL UNIT-00 - (NONE),13404.0.CC.0 Transmission And Bevel Gear,D10T13404.0.CC.0 Transmission And Bevel Gear
D10T1386 - HYDRAULIC FAN MOTOR-00 - (NONE),D10T,1386 - HYDRAULIC FAN MOTOR-00 - (NONE),15204.0.CNC.0 Engine Cooling Fan Motor,D10T15204.0.CNC.0 Engine Cooling Fan Motor
D10T89BU - ENGINE FAN PUMP-00 - (NONE),D10T,89BU - ENGINE FAN PUMP-00 - (NONE),15309.0.CNC.0 Engine Cooling Fan Pump,D10T15309.0.CNC.0 Engine Cooling Fan Pump
D10T5070 - PISTON PUMP-00 - (NONE),D10T,5070 - PISTON PUMP-00 - (NONE),15316.0.CNC.0 Main Pump,D10T15316.0.CNC.0 Main Pump
D10T3066 - TRANSMISSION OIL PUMP-00 - (NONE),D10T,3066 - TRANSMISSION OIL PUMP-00 - (NONE),15339.0.CNC.0 Transmission Pump,D10T15339.0.CNC.0 Transmission Pump
D10T4150 - UNDERCARRIAGE-LT - LEFT,D10T,4150 - UNDERCARRIAGE-LT - LEFT,18006.LH.CC.0 Track Frame,D10T18006.LH.CC.0 Track Frame
D10T4150 - UNDERCARRIAGE-RI - RIGHT,D10T,4150 - UNDERCARRIAGE-RI - RIGHT,18006.RH.CC.0 Track Frame,D10T18006.RH.CC.0 Track Frame
D10T1375 - TORQUE CONVERTER/TRANSMISSION OIL COOLER-P01 - P01,D10T,1375 - TORQUE CONVERTER/TRANSMISSION OIL COOLER-P01 - P01,13409.P01.CNCNP.0 Transmission Oil Cooler,D10T13409.P01.CNCNP.0 Transmission Oil Cooler
D10T1375 - TORQUE CONVERTER/TRANSMISSION OIL COOLER-P02 - P02,D10T,1375 - TORQUE CONVERTER/TRANSMISSION OIL COOLER-P02 - P02,13409.P02.CNCNP.0 Transmission Oil Cooler,D10T13409.P02.CNCNP.0 Transmission Oil Cooler
D10T,D10T,,14011.0.CNCNP.0 Brake Control System,D10T14011.0.CNCNP.0 Brake Control System
D10T5113 - BLADE LIFT CYLINDER-LT - LEFT,D10T,5113 - BLADE LIFT CYLINDER-LT - LEFT,15002.LH.CCNP.0 Blade Lift Cylinder,D10T15002.LH.CCNP.0 Blade Lift Cylinder
D10T5113 - BLADE LIFT CYLINDER-RI - RIGHT,D10T,5113 - BLADE LIFT CYLINDER-RI - RIGHT,15002.RH.CCNP.0 Blade Lift Cylinder,D10T15002.RH.CCNP.0 Blade Lift Cylinder
D10T5352 - RIPPER LIFT CYLINDER-LT - LEFT,D10T,5352 - RIPPER LIFT CYLINDER-LT - LEFT,15024.LH.CCNP.0 Ripper Lift Cylinder,D10T15024.LH.CCNP.0 Ripper Lift Cylinder
D10T5352- RIPPER LIFT CYLINDER-RI - RIGHT,D10T,5352- RIPPER LIFT CYLINDER-RI - RIGHT,15024.RH.CCNP.0 Ripper Lift Cylinder,D10T15024.RH.CCNP.0 Ripper Lift Cylinder
D10T5356 - RIPPER TILT CYLINDER-LT - LEFT,D10T,5356 - RIPPER TILT CYLINDER-LT - LEFT,15025.LH.CCNP.0 Ripper Tilt Cylinder,D10T15025.LH.CCNP.0 Ripper Tilt Cylinder
D10T5356 - RIPPER TILT CYLINDER-RI - RIGHT,D10T,5356 - RIPPER TILT CYLINDER-RI - RIGHT,15025.RH.CCNP.0 Ripper Tilt Cylinder,D10T15025.RH.CCNP.0 Ripper Tilt Cylinder
D10T5104 - TILT CYLINDER-LT - LEFT,D10T,5104 - TILT CYLINDER-LT - LEFT,15031.LH.CCNP.0 Tilt Cylinder,D10T15031.LH.CCNP.0 Tilt Cylinder
D10T5104 - TILT CYLINDER-RI - RIGHT,D10T,5104 - TILT CYLINDER-RI - RIGHT,15031.RH.CCNP.0 Tilt Cylinder,D10T15031.RH.CCNP.0 Tilt Cylinder
D10T1374 - HYDRAULIC OIL COOLER-00 - (NONE),D10T,1374 - HYDRAULIC OIL COOLER-00 - (NONE),15103.0.CNCNP.0 Hydraulic Oil Cooler,D10T15103.0.CNCNP.0 Hydraulic Oil Cooler
D10T,D10T,,15402.0.CNCNP.0 Main Control Valve,D10T15402.0.CNCNP.0 Main Control Valve
D10T,D10T,,16101.0.CCNP.0 Blade - Reserve Strategy (Change Out ONLY),D10T16101.0.CCNP.0 Blade - Reserve Strategy (Change Out ONLY)
D10T,D10T,,16128.0.CNCNP.0 Bucket / Body / Blade (Refurb / Re-line ONLY),D10T16128.0.CNCNP.0 Bucket / Body / Blade (Refurb / Re-line ONLY)
D10T7206 - EQUALIZER BAR-00 - (NONE),D10T,7206 - EQUALIZER BAR-00 - (NONE),17510.0.CCNP.0 Equaliser Bar,D10T17510.0.CCNP.0 Equaliser Bar
D10T,D10T,,17517.0.CCNP.0 Pivot Shaft & Brgs,D10T17517.0.CCNP.0 Pivot Shaft & Brgs
D10T4154 - CARRIER ROLLER-L01 - LEFT NO. 01,D10T,4154 - CARRIER ROLLER-L01 - LEFT NO. 01,18100.L01.CNC.0 Carrier Roller,D10T18100.L01.CNC.0 Carrier Roller
D10T4154 - CARRIER ROLLER-R01 - RIGHT NO. 01,D10T,4154 - CARRIER ROLLER-R01 - RIGHT NO. 01,18100.R01.CNC.0 Carrier Roller,D10T18100.R01.CNC.0 Carrier Roller
D10T4180 - TRACK ROLLER-L01 - LEFT NO. 01,D10T,4180 - TRACK ROLLER-L01 - LEFT NO. 01,18101.L01.CNC.0 Load Roller,D10T18101.L01.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-L02 - LEFT NO. 02,D10T,4180 - TRACK ROLLER-L02 - LEFT NO. 02,18101.L02.CNC.0 Load Roller,D10T18101.L02.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-L03 - LEFT NO. 03,D10T,4180 - TRACK ROLLER-L03 - LEFT NO. 03,18101.L03.CNC.0 Load Roller,D10T18101.L03.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-L04 - LEFT NO. 04,D10T,4180 - TRACK ROLLER-L04 - LEFT NO. 04,18101.L04.CNC.0 Load Roller,D10T18101.L04.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-L05 - LEFT NO. 05,D10T,4180 - TRACK ROLLER-L05 - LEFT NO. 05,18101.L05.CNC.0 Load Roller,D10T18101.L05.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-L06 - LEFT NO. 06,D10T,4180 - TRACK ROLLER-L06 - LEFT NO. 06,18101.L06.CNC.0 Load Roller,D10T18101.L06.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-L07 - LEFT NO. 07,D10T,4180 - TRACK ROLLER-L07 - LEFT NO. 07,18101.L07.CNC.0 Load Roller,D10T18101.L07.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-L08 - LEFT NO. 08,D10T,4180 - TRACK ROLLER-L08 - LEFT NO. 08,18101.L08.CNC.0 Load Roller,D10T18101.L08.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-R01 - RIGHT NO.01,D10T,4180 - TRACK ROLLER-R01 - RIGHT NO.01,18101.R01.CNC.0 Load Roller,D10T18101.R01.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-R02 - RIGHT NO.02,D10T,4180 - TRACK ROLLER-R02 - RIGHT NO.02,18101.R02.CNC.0 Load Roller,D10T18101.R02.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-R03 - RIGHT NO.03,D10T,4180 - TRACK ROLLER-R03 - RIGHT NO.03,18101.R03.CNC.0 Load Roller,D10T18101.R03.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-R04 - RIGHT NO.04,D10T,4180 - TRACK ROLLER-R04 - RIGHT NO.04,18101.R04.CNC.0 Load Roller,D10T18101.R04.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-R05 - RIGHT NO.05,D10T,4180 - TRACK ROLLER-R05 - RIGHT NO.05,18101.R05.CNC.0 Load Roller,D10T18101.R05.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-R06 - RIGHT NO.06,D10T,4180 - TRACK ROLLER-R06 - RIGHT NO.06,18101.R06.CNC.0 Load Roller,D10T18101.R06.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-R07 - RIGHT NO.07,D10T,4180 - TRACK ROLLER-R07 - RIGHT NO.07,18101.R07.CNC.0 Load Roller,D10T18101.R07.CNC.0 Load Roller
D10T4180 - TRACK ROLLER-R08 - RIGHT NO.08,D10T,4180 - TRACK ROLLER-R08 - RIGHT NO.08,18101.R08.CNC.0 Load Roller,D10T18101.R08.CNC.0 Load Roller
D10T4159 - IDLER/IDLER WHEEL-LF - LEFT FRONT,D10T,4159 - IDLER/IDLER WHEEL-LF - LEFT FRONT,18102.FL.CNC.0 Track Idler,D10T18102.FL.CNC.0 Track Idler
D10T4159 - IDLER/IDLER WHEEL-RF - RIGHT FRONT,D10T,4159 - IDLER/IDLER WHEEL-RF - RIGHT FRONT,18102.FR.CNC.0 Track Idler,D10T18102.FR.CNC.0 Track Idler
D10T4159 - IDLER/IDLER WHEEL-LR - LEFT REAR,D10T,4159 - IDLER/IDLER WHEEL-LR - LEFT REAR,18102.RL.CNC.0 Track Idler,D10T18102.RL.CNC.0 Track Idler
D10T4159 - IDLER/IDLER WHEEL-RR - RIGHT REAR,D10T,4159 - IDLER/IDLER WHEEL-RR - RIGHT REAR,18102.RR.CNC.0 Track Idler,D10T18102.RR.CNC.0 Track Idler
D10T4164 - SPROCKET ASSEMBLY-LT - LEFT,D10T,4164 - SPROCKET ASSEMBLY-LT - LEFT,18202.LH.CNC.0 Sprocket,D10T18202.LH.CNC.0 Sprocket
D10T4164 - SPROCKET ASSEMBLY-RI - RIGHT,D10T,4164 - SPROCKET ASSEMBLY-RI - RIGHT,18202.RH.CNC.0 Sprocket,D10T18202.RH.CNC.0 Sprocket
D10T3251 - UNIVERSAL JOINT-00 - (NONE),D10T,3251 - UNIVERSAL JOINT-00 - (NONE),13110.0.CNC.001 Universal Joint,D10T13110.0.CNC.001 Universal Joint
D10T4170 - TRACK ASSEMBLY-LT - LEFT,D10T,4170 - TRACK ASSEMBLY-LT - LEFT,18204.LH.CNC.0 Track Assembly,D10T18204.LH.CNC.0 Track Assembly
D10T4170 - TRACK ASSEMBLY-RI - RIGHT,D10T,4170 - TRACK ASSEMBLY-RI - RIGHT,18204.RH.CNC.0 Track Assembly,D10T18204.RH.CNC.0 Track Assembly
D10T4100 - STEERING CLUTCH & BRAKE-LT - LEFT,D10T,4100 - STEERING CLUTCH & BRAKE-LT - LEFT,14009.LH.CCNP.0 Brake and Steering Clutch,D10T14009.LH.CCNP.0 Brake and Steering Clutch
D10T4100 - STEERING CLUTCH & BRAKE-RI - RIGHT,D10T,4100 - STEERING CLUTCH & BRAKE-RI - RIGHT,14009.RH.CCNP.0 Brake and Steering Clutch,D10T14009.RH.CCNP.0 Brake and Steering Clutch
D10T4136 - DIFFERENTIAL STEERING MOTOR-00 - (NONE),D10T,4136 - DIFFERENTIAL STEERING MOTOR-00 - (NONE),15217.0.CNC.0 Steering Motor,D10T15217.0.CNC.0 Steering Motor
D10T4007 - STEERING & BRAKE PUMP-00 - (NONE),D10T,4007 - STEERING & BRAKE PUMP-00 - (NONE),15330.0.CNC.0 Steering and Brake Pump,D10T15330.0.CNC.0 Steering and Brake Pump
D10T,D10T,,16128.0.CNC.0 Bucket / Body / Blade (Refurb / Re-line ONLY),D10T16128.0.CNC.0 Bucket / Body / Blade (Refurb / Re-line ONLY)
D10T3251 - UNIVERSAL JOINT-00 - (NONE),D10T,3251 - UNIVERSAL JOINT-00 - (NONE),13110.0.CNC.1 Universal Joint,D10T13110.0.CNC.1 Universal Joint
D10T1052 - TURBOCHARGER-LT - LEFT,D10T,1052 - TURBOCHARGER-LT - LEFT,11009.LH.CNCNP.0 Turbocharger,D10T11009.LH.CNCNP.0 Turbocharger
D10T1052 - TURBOCHARGER-RI - RIGHT,D10T,1052 - TURBOCHARGER-RI - RIGHT,11009.RH.CNCNP.0 Turbocharger,D10T11009.RH.CNCNP.0 Turbocharger
D10T1362 - WATER PUMP-00 - (NONE),D10T,1362 - WATER PUMP-00 - (NONE),11108.0.CNCNP.0 Water Pump (Engine),D10T11108.0.CNCNP.0 Water Pump (Engine)
D10T1378 - ENGINE OIL COOLER-00 - (NONE),D10T,1378 - ENGINE OIL COOLER-00 - (NONE),11402.0.CNCNP.0 Engine Oil Cooler,D10T11402.0.CNCNP.0 Engine Oil Cooler
D10T3256 - BEVEL GEAR/SHAFT-00 - (NONE),D10T,3256 - BEVEL GEAR/SHAFT-00 - (NONE),13003.0.CCNP.0 Bevel Gear Assembly,D10T13003.0.CCNP.0 Bevel Gear Assembly
D10T,D10T,,18200.LH.CNCNP.0 Grousers,D10T18200.LH.CNCNP.0 Grousers
D10T,D10T,,18200.RH.CNCNP.0 Grousers,D10T18200.RH.CNCNP.0 Grousers
D10T3204 - CHARGE PUMP-00 - (NONE),D10T,3204 - CHARGE PUMP-00 - (NONE),15370.0.CNC.0 Charging Pump,D10T15370.0.CNC.0 Charging Pump
D10T1374 - HYDRAULIC OIL COOLER-00 - (NONE),D10T,1374 - HYDRAULIC OIL COOLER-00 - (NONE),15103.0.CNC.0 Hydraulic Oil Cooler,D10T15103.0.CNC.0 Hydraulic Oil Cooler
D10T5070 - PISTON PUMP-LT - LEFT,D10T,5070 - PISTON PUMP-LT - LEFT,15316.LH.CNC.0 Main Pump,D10T15316.LH.CNC.0 Main Pump
D10T5070 - PISTON PUMP-RI - RIGHT,D10T,5070 - PISTON PUMP-RI - RIGHT,15316.RH.CNC.0 Main Pump,D10T15316.RH.CNC.0 Main Pump
D10T1375 - TORQUE CONVERTER/TRANSMISSION OIL COOLER-00 - (NONE),D10T,1375 - TORQUE CONVERTER/TRANSMISSION OIL COOLER-00 - (NONE),13409.0.CNCNP.0 Transmission Oil Cooler,D10T13409.0.CNCNP.0 Transmission Oil Cooler
D10T1063 - AFTERCOOLER-BT- BOTTOM,D10T,1063 - AFTERCOOLER-BT- BOTTOM,11000.BT.CNC.0 After cooler,D10T11000.BT.CNC.0 After cooler
D10T1063 - AFTERCOOLER-TP - TOP,D10T,1063 - AFTERCOOLER-TP - TOP,11000.TP.CNC.0 After cooler,D10T11000.TP.CNC.0 After cooler
D10T,D10T,,11205.0.CCNP.0 Engine Mid-Life,D10T11205.0.CCNP.0 Engine Mid-Life
D10T4150 - UNDERCARRIAGE-LT - LEFT,D10T,4150 - UNDERCARRIAGE-LT - LEFT,18006.LH.CCNP.0 Track Frame,D10T18006.LH.CCNP.0 Track Frame
D10T4150 - UNDERCARRIAGE-RI - RIGHT,D10T,4150 - UNDERCARRIAGE-RI - RIGHT,18006.RH.CCNP.0 Track Frame,D10T18006.RH.CCNP.0 Track Frame
D10T4180 - TRACK ROLLER-L01 - LEFT NO. 01,D10T,4180 - TRACK ROLLER-L01 - LEFT NO. 01,18101.L01.CNCNP.0 Load Roller,D10T18101.L01.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-L02 - LEFT NO. 02,D10T,4180 - TRACK ROLLER-L02 - LEFT NO. 02,18101.L02.CNCNP.0 Load Roller,D10T18101.L02.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-L03 - LEFT NO. 03,D10T,4180 - TRACK ROLLER-L03 - LEFT NO. 03,18101.L03.CNCNP.0 Load Roller,D10T18101.L03.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-L04 - LEFT NO. 04,D10T,4180 - TRACK ROLLER-L04 - LEFT NO. 04,18101.L04.CNCNP.0 Load Roller,D10T18101.L04.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-L05 - LEFT NO. 05,D10T,4180 - TRACK ROLLER-L05 - LEFT NO. 05,18101.L05.CNCNP.0 Load Roller,D10T18101.L05.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-L06 - LEFT NO. 06,D10T,4180 - TRACK ROLLER-L06 - LEFT NO. 06,18101.L06.CNCNP.0 Load Roller,D10T18101.L06.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-L07 - LEFT NO. 07,D10T,4180 - TRACK ROLLER-L07 - LEFT NO. 07,18101.L07.CNCNP.0 Load Roller,D10T18101.L07.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-L08 - LEFT NO. 08,D10T,4180 - TRACK ROLLER-L08 - LEFT NO. 08,18101.L08.CNCNP.0 Load Roller,D10T18101.L08.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-R01 - RIGHT NO.01,D10T,4180 - TRACK ROLLER-R01 - RIGHT NO.01,18101.R01.CNCNP.0 Load Roller,D10T18101.R01.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-R02 - RIGHT NO.02,D10T,4180 - TRACK ROLLER-R02 - RIGHT NO.02,18101.R02.CNCNP.0 Load Roller,D10T18101.R02.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-R03 - RIGHT NO.03,D10T,4180 - TRACK ROLLER-R03 - RIGHT NO.03,18101.R03.CNCNP.0 Load Roller,D10T18101.R03.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-R04 - RIGHT NO.04,D10T,4180 - TRACK ROLLER-R04 - RIGHT NO.04,18101.R04.CNCNP.0 Load Roller,D10T18101.R04.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-R05 - RIGHT NO.05,D10T,4180 - TRACK ROLLER-R05 - RIGHT NO.05,18101.R05.CNCNP.0 Load Roller,D10T18101.R05.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-R06 - RIGHT NO.06,D10T,4180 - TRACK ROLLER-R06 - RIGHT NO.06,18101.R06.CNCNP.0 Load Roller,D10T18101.R06.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-R07 - RIGHT NO.07,D10T,4180 - TRACK ROLLER-R07 - RIGHT NO.07,18101.R07.CNCNP.0 Load Roller,D10T18101.R07.CNCNP.0 Load Roller
D10T4180 - TRACK ROLLER-R08 - RIGHT NO.08,D10T,4180 - TRACK ROLLER-R08 - RIGHT NO.08,18101.R08.CNCNP.0 Load Roller,D10T18101.R08.CNCNP.0 Load Roller
